PRISM Time Series Data
Locations: 14
"Climate variables: tmin,tmax"
Spatial resolution: 800m
Period: 2012-01-01 - 2012-12-31
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2025-Aug-04
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (m),Date,tmin (degrees C),tmax (degrees C)
CC,-105.8044,32.8038,2874,2012-02-20,-3.4,4.3
CC,-105.8044,32.8038,2874,2012-02-21,-5.8,1.5
CC,-105.8044,32.8038,2874,2012-02-22,-1.0,6.4
CC,-105.8044,32.8038,2874,2012-02-23,0.8,9.5
CC,-105.8044,32.8038,2874,2012-02-24,-1.3,9.7
CC,-105.8044,32.8038,2874,2012-02-25,-5.3,6.2
CC,-105.8044,32.8038,2874,2012-02-26,-0.2,8.4
CC,-105.8044,32.8038,2874,2012-02-27,2.2,8.6
CC,-105.8044,32.8038,2874,2012-02-28,1.8,8.5
CC,-105.8044,32.8038,2874,2012-02-29,-2.6,4.7
CC,-105.8044,32.8038,2874,2012-03-01,-2.3,7.5
CC,-105.8044,32.8038,2874,2012-03-02,-1.8,6.9
CC,-105.8044,32.8038,2874,2012-03-03,-10.3,2.6
CC,-105.8044,32.8038,2874,2012-03-04,-9.4,4.0
CC,-105.8044,32.8038,2874,2012-03-05,-0.2,10.0
CC,-105.8044,32.8038,2874,2012-03-06,2.3,12.5
CC,-105.8044,32.8038,2874,2012-03-07,5.3,12.1
CC,-105.8044,32.8038,2874,2012-03-08,-0.9,9.0
CC,-105.8044,32.8038,2874,2012-03-09,-8.9,-0.6
CC,-105.8044,32.8038,2874,2012-03-10,-9.1,-0.4
CC,-105.8044,32.8038,2874,2012-03-11,-6.3,2.4
CC,-105.8044,32.8038,2874,2012-03-12,-3.5,9.3
CC,-105.8044,32.8038,2874,2012-03-13,1.8,11.4
CC,-105.8044,32.8038,2874,2012-03-14,4.2,13.0
CC,-105.8044,32.8038,2874,2012-03-15,5.4,13.4
CC,-105.8044,32.8038,2874,2012-03-16,4.4,15.8
CC,-105.8044,32.8038,2874,2012-03-17,5.9,14.0
CC,-105.8044,32.8038,2874,2012-03-18,5.7,12.3
CC,-105.8044,32.8038,2874,2012-03-19,-2.3,8.1
CC,-105.8044,32.8038,2874,2012-03-20,-8.8,-2.8
CC,-105.8044,32.8038,2874,2012-03-21,-8.7,-2.3
CC,-105.8044,32.8038,2874,2012-03-22,-6.6,4.8
CC,-105.8044,32.8038,2874,2012-03-23,1.3,12.2
CC,-105.8044,32.8038,2874,2012-03-24,5.7,15.4
CC,-105.8044,32.8038,2874,2012-03-25,6.6,16.0
CC,-105.8044,32.8038,2874,2012-03-26,8.3,18.7
CC,-105.8044,32.8038,2874,2012-03-27,6.5,14.6
CC,-105.8044,32.8038,2874,2012-03-28,6.3,15.7
CC,-105.8044,32.8038,2874,2012-03-29,6.3,15.9
CC,-105.8044,32.8038,2874,2012-03-30,5.7,14.4
CC,-105.8044,32.8038,2874,2012-03-31,5.0,14.6
CC,-105.8044,32.8038,2874,2012-04-01,6.1,18.6
CC,-105.8044,32.8038,2874,2012-04-02,0.0,17.5
CC,-105.8044,32.8038,2874,2012-04-03,-5.4,1.7
CC,-105.8044,32.8038,2874,2012-04-04,-4.9,9.0
CC,-105.8044,32.8038,2874,2012-04-05,-1.0,12.5
CC,-105.8044,32.8038,2874,2012-04-06,4.7,17.5
CC,-105.8044,32.8038,2874,2012-04-07,5.0,15.9
CC,-105.8044,32.8038,2874,2012-04-08,1.5,14.8
CC,-105.8044,32.8038,2874,2012-04-09,3.5,16.5
CC,-105.8044,32.8038,2874,2012-04-10,5.1,17.6
CC,-105.8044,32.8038,2874,2012-04-11,6.1,17.5
CC,-105.8044,32.8038,2874,2012-04-12,2.9,14.9
CC,-105.8044,32.8038,2874,2012-04-13,1.8,12.1
CC,-105.8044,32.8038,2874,2012-04-14,2.3,12.1
CC,-105.8044,32.8038,2874,2012-04-15,-7.6,9.8
CC,-105.8044,32.8038,2874,2012-04-16,-8.3,8.0
CC,-105.8044,32.8038,2874,2012-04-17,-1.8,11.4
CC,-105.8044,32.8038,2874,2012-04-18,1.7,15.4
CC,-105.8044,32.8038,2874,2012-04-19,7.1,19.7
CC,-105.8044,32.8038,2874,2012-04-20,5.9,18.0
CC,-105.8044,32.8038,2874,2012-04-21,5.2,15.5
CC,-105.8044,32.8038,2874,2012-04-22,6.3,20.3
CC,-105.8044,32.8038,2874,2012-04-23,7.7,23.5
CC,-105.8044,32.8038,2874,2012-04-24,9.6,21.9
CC,-105.8044,32.8038,2874,2012-04-25,10.6,23.1
CC,-105.8044,32.8038,2874,2012-04-26,10.8,23.1
CC,-105.8044,32.8038,2874,2012-04-27,4.5,19.2
CC,-105.8044,32.8038,2874,2012-04-28,4.3,18.2
CC,-105.8044,32.8038,2874,2012-04-29,7.3,18.6
CC,-105.8044,32.8038,2874,2012-04-30,7.2,19.2
CC,-105.8044,32.8038,2874,2012-05-01,7.9,20.3
CC,-105.8044,32.8038,2874,2012-05-02,6.7,20.3
CC,-105.8044,32.8038,2874,2012-05-03,7.3,18.7
CC,-105.8044,32.8038,2874,2012-05-04,6.6,19.2
CC,-105.8044,32.8038,2874,2012-05-05,7.9,21.0
CC,-105.8044,32.8038,2874,2012-05-06,7.5,19.3
CC,-105.8044,32.8038,2874,2012-05-07,6.4,18.8
CC,-105.8044,32.8038,2874,2012-05-08,2.3,17.0
CC,-105.8044,32.8038,2874,2012-05-09,1.7,7.7
CC,-105.8044,32.8038,2874,2012-05-10,0.7,7.8
CC,-105.8044,32.8038,2874,2012-05-11,2.2,6.3
CC,-105.8044,32.8038,2874,2012-05-12,3.7,13.4
CC,-105.8044,32.8038,2874,2012-05-13,3.3,16.5
CC,-105.8044,32.8038,2874,2012-05-14,3.7,15.9
CC,-105.8044,32.8038,2874,2012-05-15,1.4,10.1
CC,-105.8044,32.8038,2874,2012-05-16,3.3,13.9
CC,-105.8044,32.8038,2874,2012-05-17,4.3,16.7
CC,-105.8044,32.8038,2874,2012-05-18,7.8,20.3
CC,-105.8044,32.8038,2874,2012-05-19,9.5,20.9
CC,-105.8044,32.8038,2874,2012-05-20,5.9,19.9
CC,-105.8044,32.8038,2874,2012-05-21,6.1,22.0
CC,-105.8044,32.8038,2874,2012-05-22,8.7,18.8
CC,-105.8044,32.8038,2874,2012-05-23,12.5,23.6
CC,-105.8044,32.8038,2874,2012-05-24,9.8,23.2
CC,-105.8044,32.8038,2874,2012-05-25,8.5,22.5
CC,-105.8044,32.8038,2874,2012-05-26,10.0,20.0
CC,-105.8044,32.8038,2874,2012-05-27,7.6,21.0
CC,-105.8044,32.8038,2874,2012-05-28,7.4,18.7
CC,-105.8044,32.8038,2874,2012-05-29,8.8,21.0
CC,-105.8044,32.8038,2874,2012-05-30,11.4,23.1
CC,-105.8044,32.8038,2874,2012-05-31,11.8,23.1
CC,-105.8044,32.8038,2874,2012-06-01,9.2,19.9
CC,-105.8044,32.8038,2874,2012-06-02,10.5,23.3
CC,-105.8044,32.8038,2874,2012-06-03,13.4,26.0
CC,-105.8044,32.8038,2874,2012-06-04,13.4,24.9
CC,-105.8044,32.8038,2874,2012-06-05,7.3,23.7
CC,-105.8044,32.8038,2874,2012-06-06,8.1,23.7
CC,-105.8044,32.8038,2874,2012-06-07,11.6,25.4
CC,-105.8044,32.8038,2874,2012-06-08,12.8,26.0
CC,-105.8044,32.8038,2874,2012-06-09,13.2,27.1
CC,-105.8044,32.8038,2874,2012-06-10,12.9,25.4
CC,-105.8044,32.8038,2874,2012-06-11,12.7,24.9
CC,-105.8044,32.8038,2874,2012-06-12,12.5,24.9
CC,-105.8044,32.8038,2874,2012-06-13,12.6,25.3
CC,-105.8044,32.8038,2874,2012-06-14,12.9,22.8
CC,-105.8044,32.8038,2874,2012-06-15,12.4,26.5
CC,-105.8044,32.8038,2874,2012-06-16,10.3,25.4
CC,-105.8044,32.8038,2874,2012-06-17,8.4,18.9
CC,-105.8044,32.8038,2874,2012-06-18,9.4,25.4
CC,-105.8044,32.8038,2874,2012-06-19,15.1,28.2
CC,-105.8044,32.8038,2874,2012-06-20,15.3,26.5
CC,-105.8044,32.8038,2874,2012-06-21,15.9,29.3
CC,-105.8044,32.8038,2874,2012-06-22,13.3,25.9
CC,-105.8044,32.8038,2874,2012-06-23,12.1,22.7
CC,-105.8044,32.8038,2874,2012-06-24,10.5,26.5
CC,-105.8044,32.8038,2874,2012-06-25,12.8,26.1
CC,-105.8044,32.8038,2874,2012-06-26,13.8,26.1
CC,-105.8044,32.8038,2874,2012-06-27,14.5,26.6
CC,-105.8044,32.8038,2874,2012-06-28,16.1,25.5
CC,-105.8044,32.8038,2874,2012-06-29,14.9,25.0
CC,-105.8044,32.8038,2874,2012-06-30,16.1,25.0
CC,-105.8044,32.8038,2874,2012-07-01,14.7,23.7
CC,-105.8044,32.8038,2874,2012-07-02,13.3,22.6
CC,-105.8044,32.8038,2874,2012-07-03,12.2,22.6
CC,-105.8044,32.8038,2874,2012-07-04,10.7,20.4
CC,-105.8044,32.8038,2874,2012-07-05,11.3,19.5
CC,-105.8044,32.8038,2874,2012-07-06,9.6,17.2
CC,-105.8044,32.8038,2874,2012-07-07,9.5,16.6
CC,-105.8044,32.8038,2874,2012-07-08,10.4,17.6
CC,-105.8044,32.8038,2874,2012-07-09,10.0,20.4
CC,-105.8044,32.8038,2874,2012-07-10,9.6,24.2
CC,-105.8044,32.8038,2874,2012-07-11,10.1,17.6
CC,-105.8044,32.8038,2874,2012-07-12,10.0,17.3
CC,-105.8044,32.8038,2874,2012-07-13,9.5,19.4
CC,-105.8044,32.8038,2874,2012-07-14,12.6,21.1
CC,-105.8044,32.8038,2874,2012-07-15,12.1,21.5
CC,-105.8044,32.8038,2874,2012-07-16,11.1,21.1
CC,-105.8044,32.8038,2874,2012-07-17,10.3,24.1
CC,-105.8044,32.8038,2874,2012-07-18,11.7,24.7
CC,-105.8044,32.8038,2874,2012-07-19,11.2,20.0
CC,-105.8044,32.8038,2874,2012-07-20,10.5,20.5
CC,-105.8044,32.8038,2874,2012-07-21,10.5,20.0
CC,-105.8044,32.8038,2874,2012-07-22,12.4,22.6
CC,-105.8044,32.8038,2874,2012-07-23,11.0,19.3
CC,-105.8044,32.8038,2874,2012-07-24,12.0,22.5
CC,-105.8044,32.8038,2874,2012-07-25,10.7,22.1
CC,-105.8044,32.8038,2874,2012-07-26,10.6,23.6
CC,-105.8044,32.8038,2874,2012-07-27,12.3,21.5
CC,-105.8044,32.8038,2874,2012-07-28,11.2,16.7
CC,-105.8044,32.8038,2874,2012-07-29,11.6,18.3
CC,-105.8044,32.8038,2874,2012-07-30,10.8,24.8
CC,-105.8044,32.8038,2874,2012-07-31,11.4,24.8
CC,-105.8044,32.8038,2874,2012-08-01,12.3,23.7
CC,-105.8044,32.8038,2874,2012-08-02,15.5,27.0
CC,-105.8044,32.8038,2874,2012-08-03,15.7,27.4
CC,-105.8044,32.8038,2874,2012-08-04,11.7,26.3
CC,-105.8044,32.8038,2874,2012-08-05,10.3,23.6
CC,-105.8044,32.8038,2874,2012-08-06,9.6,20.9
CC,-105.8044,32.8038,2874,2012-08-07,13.1,22.1
CC,-105.8044,32.8038,2874,2012-08-08,12.1,24.2
CC,-105.8044,32.8038,2874,2012-08-09,12.8,21.5
CC,-105.8044,32.8038,2874,2012-08-10,12.7,21.5
CC,-105.8044,32.8038,2874,2012-08-11,13.1,23.6
CC,-105.8044,32.8038,2874,2012-08-12,12.5,26.4
CC,-105.8044,32.8038,2874,2012-08-13,10.0,22.5
CC,-105.8044,32.8038,2874,2012-08-14,10.4,20.9
CC,-105.8044,32.8038,2874,2012-08-15,13.2,25.8
CC,-105.8044,32.8038,2874,2012-08-16,13.7,26.9
CC,-105.8044,32.8038,2874,2012-08-17,11.1,20.9
CC,-105.8044,32.8038,2874,2012-08-18,10.5,18.7
CC,-105.8044,32.8038,2874,2012-08-19,10.2,18.8
CC,-105.8044,32.8038,2874,2012-08-20,10.0,18.7
CC,-105.8044,32.8038,2874,2012-08-21,10.2,21.5
CC,-105.8044,32.8038,2874,2012-08-22,11.1,23.1
CC,-105.8044,32.8038,2874,2012-08-23,10.4,20.9
CC,-105.8044,32.8038,2874,2012-08-24,9.5,20.4
CC,-105.8044,32.8038,2874,2012-08-25,10.5,18.6
CC,-105.8044,32.8038,2874,2012-08-26,11.5,19.9
CC,-105.8044,32.8038,2874,2012-08-27,11.4,20.4
CC,-105.8044,32.8038,2874,2012-08-28,9.8,19.3
CC,-105.8044,32.8038,2874,2012-08-29,10.4,18.7
CC,-105.8044,32.8038,2874,2012-08-30,10.5,22.1
CC,-105.8044,32.8038,2874,2012-08-31,10.9,22.5
CC,-105.8044,32.8038,2874,2012-09-01,11.5,23.7
CC,-105.8044,32.8038,2874,2012-09-02,11.2,24.9
CC,-105.8044,32.8038,2874,2012-09-03,10.9,22.6
CC,-105.8044,32.8038,2874,2012-09-04,13.8,26.9
CC,-105.8044,32.8038,2874,2012-09-05,14.2,23.6
CC,-105.8044,32.8038,2874,2012-09-06,12.1,23.6
CC,-105.8044,32.8038,2874,2012-09-07,10.8,22.7
CC,-105.8044,32.8038,2874,2012-09-08,5.5,22.6
CC,-105.8044,32.8038,2874,2012-09-09,4.0,9.2
CC,-105.8044,32.8038,2874,2012-09-10,8.0,17.1
CC,-105.8044,32.8038,2874,2012-09-11,10.1,20.0
CC,-105.8044,32.8038,2874,2012-09-12,10.1,17.7
CC,-105.8044,32.8038,2874,2012-09-13,7.4,19.3
CC,-105.8044,32.8038,2874,2012-09-14,1.7,8.5
CC,-105.8044,32.8038,2874,2012-09-15,1.7,10.1
CC,-105.8044,32.8038,2874,2012-09-16,3.4,15.0
CC,-105.8044,32.8038,2874,2012-09-17,7.9,19.3
CC,-105.8044,32.8038,2874,2012-09-18,5.0,21.3
CC,-105.8044,32.8038,2874,2012-09-19,5.5,18.7
CC,-105.8044,32.8038,2874,2012-09-20,9.5,21.0
CC,-105.8044,32.8038,2874,2012-09-21,9.7,21.4
CC,-105.8044,32.8038,2874,2012-09-22,10.1,23.5
CC,-105.8044,32.8038,2874,2012-09-23,8.0,21.4
CC,-105.8044,32.8038,2874,2012-09-24,9.0,22.0
CC,-105.8044,32.8038,2874,2012-09-25,9.6,21.4
CC,-105.8044,32.8038,2874,2012-09-26,8.8,20.3
CC,-105.8044,32.8038,2874,2012-09-27,8.4,20.9
CC,-105.8044,32.8038,2874,2012-09-28,6.7,16.5
CC,-105.8044,32.8038,2874,2012-09-29,4.6,12.8
CC,-105.8044,32.8038,2874,2012-09-30,4.0,12.8
CC,-105.8044,32.8038,2874,2012-10-01,7.2,17.1
CC,-105.8044,32.8038,2874,2012-10-02,6.2,13.8
CC,-105.8044,32.8038,2874,2012-10-03,5.9,18.1
CC,-105.8044,32.8038,2874,2012-10-04,11.1,21.4
CC,-105.8044,32.8038,2874,2012-10-05,10.4,20.4
CC,-105.8044,32.8038,2874,2012-10-06,10.0,20.9
CC,-105.8044,32.8038,2874,2012-10-07,5.8,17.5
CC,-105.8044,32.8038,2874,2012-10-08,5.5,16.0
CC,-105.8044,32.8038,2874,2012-10-09,6.7,16.5
CC,-105.8044,32.8038,2874,2012-10-10,6.8,18.6
CC,-105.8044,32.8038,2874,2012-10-11,7.5,19.3
CC,-105.8044,32.8038,2874,2012-10-12,6.7,18.3
CC,-105.8044,32.8038,2874,2012-10-13,4.7,14.9
CC,-105.8044,32.8038,2874,2012-10-14,2.8,12.7
CC,-105.8044,32.8038,2874,2012-10-15,3.7,16.1
CC,-105.8044,32.8038,2874,2012-10-16,4.6,16.1
CC,-105.8044,32.8038,2874,2012-10-17,5.5,18.3
CC,-105.8044,32.8038,2874,2012-10-18,8.4,16.6
CC,-105.8044,32.8038,2874,2012-10-19,7.7,15.5
CC,-105.8044,32.8038,2874,2012-10-20,7.9,20.0
CC,-105.8044,32.8038,2874,2012-10-21,7.5,19.9
CC,-105.8044,32.8038,2874,2012-10-22,4.2,17.5
CC,-105.8044,32.8038,2874,2012-10-23,4.6,15.1
CC,-105.8044,32.8038,2874,2012-10-24,8.8,18.7
CC,-105.8044,32.8038,2874,2012-10-25,7.3,17.6
CC,-105.8044,32.8038,2874,2012-10-26,2.5,15.5
CC,-105.8044,32.8038,2874,2012-10-27,-2.6,10.1
CC,-105.8044,32.8038,2874,2012-10-28,0.5,13.8
CC,-105.8044,32.8038,2874,2012-10-29,5.5,15.0
CC,-105.8044,32.8038,2874,2012-10-30,5.7,15.4
CC,-105.8044,32.8038,2874,2012-10-31,7.0,15.5
CC,-105.8044,32.8038,2874,2012-11-01,6.0,17.0
CC,-105.8044,32.8038,2874,2012-11-02,4.2,16.5
CC,-105.8044,32.8038,2874,2012-11-03,4.6,16.3
CC,-105.8044,32.8038,2874,2012-11-04,4.0,14.3
CC,-105.8044,32.8038,2874,2012-11-05,4.5,14.7
CC,-105.8044,32.8038,2874,2012-11-06,6.0,16.4
CC,-105.8044,32.8038,2874,2012-11-07,6.2,17.3
CC,-105.8044,32.8038,2874,2012-11-08,7.3,16.6
CC,-105.8044,32.8038,2874,2012-11-09,4.5,14.4
CC,-105.8044,32.8038,2874,2012-11-10,3.3,8.8
CC,-105.8044,32.8038,2874,2012-11-11,-6.0,6.6
CC,-105.8044,32.8038,2874,2012-11-12,-9.9,-0.3
CC,-105.8044,32.8038,2874,2012-11-13,-2.5,10.0
CC,-105.8044,32.8038,2874,2012-11-14,0.3,8.9
CC,-105.8044,32.8038,2874,2012-11-15,0.8,12.3
CC,-105.8044,32.8038,2874,2012-11-16,1.0,13.2
CC,-105.8044,32.8038,2874,2012-11-17,1.9,12.2
CC,-105.8044,32.8038,2874,2012-11-18,3.4,9.5
CC,-105.8044,32.8038,2874,2012-11-19,-0.2,4.7
CC,-105.8044,32.8038,2874,2012-11-20,0.7,8.4
CC,-105.8044,32.8038,2874,2012-11-21,2.3,11.9
CC,-105.8044,32.8038,2874,2012-11-22,3.9,10.5
CC,-105.8044,32.8038,2874,2012-11-23,-0.4,11.5
CC,-105.8044,32.8038,2874,2012-11-24,-2.7,10.1
CC,-105.8044,32.8038,2874,2012-11-25,1.9,12.4
CC,-105.8044,32.8038,2874,2012-11-26,3.8,11.9
CC,-105.8044,32.8038,2874,2012-11-27,-0.5,11.8
CC,-105.8044,32.8038,2874,2012-11-28,-0.2,11.2
CC,-105.8044,32.8038,2874,2012-11-29,0.8,10.5
CC,-105.8044,32.8038,2874,2012-11-30,1.8,12.6
CC,-105.8044,32.8038,2874,2012-12-01,4.1,15.2
CC,-105.8044,32.8038,2874,2012-12-02,3.0,13.5
CC,-105.8044,32.8038,2874,2012-12-03,2.9,12.6
CC,-105.8044,32.8038,2874,2012-12-04,2.1,11.2
CC,-105.8044,32.8038,2874,2012-12-05,0.6,10.1
CC,-105.8044,32.8038,2874,2012-12-06,2.7,14.2
CC,-105.8044,32.8038,2874,2012-12-07,3.8,13.5
CC,-105.8044,32.8038,2874,2012-12-08,0.6,9.7
CC,-105.8044,32.8038,2874,2012-12-09,-0.4,8.5
CC,-105.8044,32.8038,2874,2012-12-10,-8.7,7.4
CC,-105.8044,32.8038,2874,2012-12-11,-7.8,0.7
CC,-105.8044,32.8038,2874,2012-12-12,-8.4,-0.7
CC,-105.8044,32.8038,2874,2012-12-13,-3.2,7.7
CC,-105.8044,32.8038,2874,2012-12-14,-0.1,8.2
CC,-105.8044,32.8038,2874,2012-12-15,-7.6,2.4
CC,-105.8044,32.8038,2874,2012-12-16,-7.1,-4.0
CC,-105.8044,32.8038,2874,2012-12-17,-7.6,-3.6
CC,-105.8044,32.8038,2874,2012-12-18,-6.8,4.7
CC,-105.8044,32.8038,2874,2012-12-19,0.1,7.7
CC,-105.8044,32.8038,2874,2012-12-20,-10.6,-0.8
CC,-105.8044,32.8038,2874,2012-12-21,-6.3,5.2
CC,-105.8044,32.8038,2874,2012-12-22,-1.3,7.0
CC,-105.8044,32.8038,2874,2012-12-23,-0.4,5.6
CC,-105.8044,32.8038,2874,2012-12-24,-2.1,7.2
CC,-105.8044,32.8038,2874,2012-12-25,-8.7,1.4
CC,-105.8044,32.8038,2874,2012-12-26,-9.3,-2.4
CC,-105.8044,32.8038,2874,2012-12-27,-4.9,3.5
CC,-105.8044,32.8038,2874,2012-12-28,-10.4,0.3
CC,-105.8044,32.8038,2874,2012-12-29,-11.5,-3.8
CC,-105.8044,32.8038,2874,2012-12-30,-7.5,3.1
CC,-105.8044,32.8038,2874,2012-12-31,-7.3,2.4

CH,-109.2791,31.9174,2562,2012-01-01,5.8,16.6
CH,-109.2791,31.9174,2562,2012-01-02,5.7,17.1
CH,-109.2791,31.9174,2562,2012-01-03,4.3,15.4
CH,-109.2791,31.9174,2562,2012-01-04,4.1,15.1
CH,-109.2791,31.9174,2562,2012-01-05,1.5,11.7
CH,-109.2791,31.9174,2562,2012-01-06,4.3,15.1
CH,-109.2791,31.9174,2562,2012-01-07,1.9,12.9
CH,-109.2791,31.9174,2562,2012-01-08,-0.2,11.1
CH,-109.2791,31.9174,2562,2012-01-09,-5.8,3.8
CH,-109.2791,31.9174,2562,2012-01-10,-4.9,5.6
CH,-109.2791,31.9174,2562,2012-01-11,3.2,13.7
CH,-109.2791,31.9174,2562,2012-01-12,0.0,10.9
CH,-109.2791,31.9174,2562,2012-01-13,-2.3,8.0
CH,-109.2791,31.9174,2562,2012-01-14,-2.8,7.7
CH,-109.2791,31.9174,2562,2012-01-15,-1.1,9.3
CH,-109.2791,31.9174,2562,2012-01-16,-3.2,7.3
CH,-109.2791,31.9174,2562,2012-01-17,-3.2,7.0
CH,-109.2791,31.9174,2562,2012-01-18,-1.3,9.5
CH,-109.2791,31.9174,2562,2012-01-19,1.3,13.2
CH,-109.2791,31.9174,2562,2012-01-20,4.2,15.2
CH,-109.2791,31.9174,2562,2012-01-21,1.5,13.6
CH,-109.2791,31.9174,2562,2012-01-22,-0.5,10.5
CH,-109.2791,31.9174,2562,2012-01-23,-1.1,9.7
CH,-109.2791,31.9174,2562,2012-01-24,-0.2,10.4
CH,-109.2791,31.9174,2562,2012-01-25,-7.0,4.0
CH,-109.2791,31.9174,2562,2012-01-26,-1.1,9.9
CH,-109.2791,31.9174,2562,2012-01-27,3.4,13.9
CH,-109.2791,31.9174,2562,2012-01-28,0.3,10.8
CH,-109.2791,31.9174,2562,2012-01-29,-0.1,9.8
CH,-109.2791,31.9174,2562,2012-01-30,1.3,12.6
CH,-109.2791,31.9174,2562,2012-01-31,-0.1,11.4
CH,-109.2791,31.9174,2562,2012-02-01,-2.2,9.7
CH,-109.2791,31.9174,2562,2012-02-02,-1.0,11.4
CH,-109.2791,31.9174,2562,2012-02-03,-2.6,8.9
CH,-109.2791,31.9174,2562,2012-02-04,-4.6,8.1
CH,-109.2791,31.9174,2562,2012-02-05,-3.1,8.2
CH,-109.2791,31.9174,2562,2012-02-06,-2.0,8.4
CH,-109.2791,31.9174,2562,2012-02-07,-1.6,9.7
CH,-109.2791,31.9174,2562,2012-02-08,-2.1,9.6
CH,-109.2791,31.9174,2562,2012-02-09,-1.7,8.3
CH,-109.2791,31.9174,2562,2012-02-10,0.7,11.5
CH,-109.2791,31.9174,2562,2012-02-11,0.2,12.8
CH,-109.2791,31.9174,2562,2012-02-12,0.5,13.0
CH,-109.2791,31.9174,2562,2012-02-13,-4.5,7.2
CH,-109.2791,31.9174,2562,2012-02-14,-5.1,7.6
CH,-109.2791,31.9174,2562,2012-02-15,-7.7,2.5
CH,-109.2791,31.9174,2562,2012-02-16,-7.1,6.9
CH,-109.2791,31.9174,2562,2012-02-17,-3.8,6.6
CH,-109.2791,31.9174,2562,2012-02-18,-7.9,2.4
CH,-109.2791,31.9174,2562,2012-02-19,-3.1,8.8
CH,-109.2791,31.9174,2562,2012-02-20,-4.9,6.5
CH,-109.2791,31.9174,2562,2012-02-21,-3.5,9.0
CH,-109.2791,31.9174,2562,2012-02-22,-0.9,11.0
